브랜드,모델명,이름,연식,주행거리(km),가격(만원),URL
볼보,XC90,볼보 XC90 2세대 T6 R-디자인,2017,"94,100","3,950",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38246971&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p551_g14&tempht_arg=X1z3JQRN8C48_13
볼보,XC90,볼보 XC90 2세대 D5 모멘텀,2017,"129,900","3,250",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38422769&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p601_g19&tempht_arg=wfe1n3W67Gj7_18
볼보,XC90,볼보 XC90 2세대 T6 인스크립션,2020,"56,200","5,950",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38320493&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p241_g19&tempht_arg=P1wlrtD38C64_18
볼보,XC90,볼보 XC90 2세대 T8 얼티메이트 브라이트 하이브리드,2022,"24,400","8,550",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38395852&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p651_g13&tempht_arg=kFx1l3raq752_12
벤츠,AMG,벤츠 AMG GT 4도어 43 4MATIC+,2020,"46,100","7,680",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38341852&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p291_g14&tempht_arg=td1A3Fzn54N9_13
벤츠,AMG,벤츠 AMG GT 4도어 43 4MATIC+,2021,"20,400","9,690",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37958715&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p111_g1&tempht_arg=13UbH67oxlF7_0
벤츠,AMG,벤츠 AMG GT 4도어 43 4MATIC+,2021,"27,500","9,150",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38140667&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p311_g9&tempht_arg=1v3Yv75omyI2_8
벤츠,AMG,벤츠 AMG GT 4.0 C 로드스터,2021,"31,500","15,000",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38365398&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p251_g14&tempht_arg=jxx1N3A85nA7_13
벤츠,AMG,벤츠 AMG GT 4도어 43 4MATIC+,2021,"33,900","8,950",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38409820&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p1_g16&tempht_arg=1H3Pvc75SaQ2_15
벤츠,AMG,벤츠 AMG GT 4도어 43 4MATIC+,2021,"41,100","9,250",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38158465&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p101_g12&tempht_arg=13IGX8qwGo69_11
벤츠,AMG,벤츠 AMG GT 4도어 43 4MATIC+ 스페셜 에디션,2022,"30,000","10,300",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38227026&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p221_g6&tempht_arg=GeQ1V3uS6Z77_5
벤츠,A-클래스,벤츠 A-클래스 W176 A200 AMG Line,2017,"33,000","1,790",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37728150&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p31_g5&tempht_arg=Q1zwx3o6xN48_4
벤츠,A-클래스,벤츠 A-클래스 W176 A200,2017,"60,100","1,390",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38331188&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p61_g5&tempht_arg=r1hsjZ377yQ3_4
벤츠,A-클래스,벤츠 A-클래스 W176 A200 AMG Line,2017,"83,600","1,750",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38170921&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p671_g17&tempht_arg=d13WI8ma5qS7_16
벤츠,A-클래스,벤츠 A-클래스 W177 A220 해치백,2019,"27,600","2,320",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38431634&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p51_g2&tempht_arg=zYox13wK64e8_1
벤츠,A-클래스,벤츠 A-클래스 W177 AMG A35 4MATIC 세단,2020,"14,200","3,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38419050&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p581_g18&tempht_arg=1S38Ic6sQWh9_17
벤츠,A-클래스,벤츠 A-클래스 W177 A220 세단,2020,"18,400","2,750",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38431597&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p111_g21&tempht_arg=13UbH67oxlF7_20
벤츠,A-클래스,벤츠 A-클래스 W177 AMG A35 4MATIC 세단,2020,"27,000","4,150",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38120535&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p501_g2&tempht_arg=1e3x8UhNk3A7_1
벤츠,A-클래스,벤츠 A-클래스 W177 A250 4MATIC 세단,2020,"28,600","2,450",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37884823&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p611_g18&tempht_arg=1i3GgPIaE549_17
벤츠,A-클래스,벤츠 A-클래스 W177 A220 세단,2020,"40,600","2,470",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38194574&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p651_g2&tempht_arg=kFx1l3raq752_1
벤츠,A-클래스,벤츠 A-클래스 W177 A200d 세단,2021,"77,300","2,480",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38323221&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p621_g17&tempht_arg=13xg8LYnYl64_16
벤츠,A-클래스,벤츠 A-클래스 W177 AMG A45 4MATIC+ 해치백,2023,"3,400","5,250",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38356556&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p311_g6&tempht_arg=1v3Yv75omyI2_5
벤츠,A-클래스,벤츠 A-클래스 W177 AMG A45 4MATIC+ 해치백,2023,"6,300","5,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37858734&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p11_g14&tempht_arg=VIfP136zM7t7_13
벤츠,C-클래스,벤츠 C-클래스 W205 C200 쿠페,2016,"46,400","2,660",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38398048&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p381_g12&tempht_arg=Ex1X3RS79Hu2_11
벤츠,C-클래스,벤츠 C-클래스 W205 C450 AMG 4MATIC,2016,"79,600","2,800",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38185428&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p101_g17&tempht_arg=13IGX8qwGo69_16
벤츠,C-클래스,벤츠 C-클래스 W205 C200 아방가르드,2017,"39,500","2,800",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38237876&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p541_g20&tempht_arg=1niBaw380Nu9_19
벤츠,C-클래스,벤츠 C-클래스 W205 C200,2017,"70,600","1,780",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38388380&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p301_g19&tempht_arg=nNvy1h38E3e7_18
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 쿠페,2017,"88,600","2,320",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38353201&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p381_g6&tempht_arg=Ex1X3RS79Hu2_5
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 쿠페,2017,"112,400","2,190",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38261225&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p181_g12&tempht_arg=1eTPn3w7q7e3_11
벤츠,C-클래스,벤츠 C-클래스 W205 C350e,2018,"22,900","2,750",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37687622&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p591_g16&tempht_arg=13Q54StpXtO9_15
벤츠,C-클래스,벤츠 C-클래스 W205 C43 AMG 4MATIC,2018,"46,500","3,790",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38131962&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p231_g14&tempht_arg=LL1j36ma1oU7_13
벤츠,C-클래스,벤츠 C-클래스 W205 C250 d 4MATIC,2018,"80,500","2,270",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38212463&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p91_g19&tempht_arg=1ek37siBUj52_18
벤츠,C-클래스,벤츠 C-클래스 W205 C43 AMG 4MATIC 쿠페,2018,"92,800","2,840",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38177008&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p501_g12&tempht_arg=1e3x8UhNk3A7_11
벤츠,C-클래스,벤츠 C-클래스 W205 C43 AMG 4MATIC 카브리올레,2019,"39,900","4,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38391743&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p251_g19&tempht_arg=jxx1N3A85nA7_18
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 아방가르드,2019,"47,000","2,590",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38403461&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p351_g12&tempht_arg=Pv13BPyS75v2_11
벤츠,C-클래스,벤츠 C-클래스 W205 C200,2019,"56,700","2,690",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38422761&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p141_g18&tempht_arg=Q1ITzRm36b48_17
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 아방가르드,2019,"61,300","2,880",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38141152&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p21_g13&tempht_arg=X1i37gHev9R2_12
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 아방가르드,2019,"77,100","2,250",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38011314&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p371_g15&tempht_arg=O1354AiivEu9_14
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 아방가르드,2019,"78,700","2,480",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38403461&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p351_g9&tempht_arg=Pv13BPyS75v2_8
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 아방가르드,2019,"116,700","2,190",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38140082&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p371_g4&tempht_arg=O1354AiivEu9_3
벤츠,C-클래스,벤츠 C-클래스 W205 C200 카브리올레,2020,"43,800","3,555",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38415138&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p641_g11&tempht_arg=13NBdx8A0Dt9_10
벤츠,C-클래스,벤츠 C-클래스 W205 C220 d 4MATIC,2020,"81,600","2,890",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38149880&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p41_g17&tempht_arg=Wv1T3L5g8YX4_16
벤츠,C-클래스,벤츠 C-클래스 W205 C200 AMG Line,2021,"19,500","4,090",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37839064&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p291_g4&tempht_arg=td1A3Fzn54N9_3
벤츠,C-클래스,벤츠 C-클래스 W205 C200 카브리올레,2021,"27,600","4,530",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38045981&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p591_g4&tempht_arg=13Q54StpXtO9_3
벤츠,C-클래스,벤츠 C-클래스 W206 C200 4MATIC 아방가르드,2022,"21,000","4,719",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38242381&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p91_g21&tempht_arg=1ek37siBUj52_20
벤츠,C-클래스,벤츠 C-클래스 W206 C300 4MATIC AMG Line,2023,"26,800","5,400",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37860522&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p1_g12&tempht_arg=1H3Pvc75SaQ2_11
벤츠,C-클래스,벤츠 C-클래스 W206 C300 4MATIC AMG Line,2024,"8,200","6,699",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37632357&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p321_g15&tempht_arg=Wyk1z3p7Ls92_14
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 아방가르드,2016,"57,500","2,540",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38253677&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p461_g9&tempht_arg=d1kcU38Z6Nt9_8
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2016,"73,000","2,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38261360&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p281_g12&tempht_arg=13SkLw61fUW7_11
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 익스클루시브,2016,"85,700","2,599",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38398048&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p381_g10&tempht_arg=Ex1X3RS79Hu2_9
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC 아방가르드,2016,"93,000","2,590",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38374054&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p681_g4&tempht_arg=DT1Jq3T5TN49_3
벤츠,E-클래스,벤츠 E-클래스 W213 E200 아방가르드,2016,"112,900","2,279",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38330411&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p381_g3&tempht_arg=Ex1X3RS79Hu2_2
벤츠,E-클래스,벤츠 E-클래스 W213 E300 익스클루시브,2016,"132,500","2,399",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38170052&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p451_g16&tempht_arg=RO137NYtT7y3_15
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 익스클루시브,2016,"213,200","1,800",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38299858&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p661_g13&tempht_arg=13Y8sgJ3Noi7_12
벤츠,E-클래스,벤츠 E-클래스 W213 E300 AMG Line,2017,"26,400","3,750",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38040929&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p611_g13&tempht_arg=1i3GgPIaE549_12
벤츠,E-클래스,벤츠 E-클래스 W213 E200 아방가르드,2017,"30,200","2,790",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38251259&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p521_g13&tempht_arg=L1B38RYZ6LP4_12
벤츠,E-클래스,벤츠 E-클래스 W213 E200 아방가르드,2017,"65,600","2,690",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37033855&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p381_g20&tempht_arg=Ex1X3RS79Hu2_19
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC AMG Line,2017,"69,700","3,550",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38321849&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p51_g21&tempht_arg=zYox13wK64e8_20
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC 익스클루시브,2017,"74,200","2,999",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38290060&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p661_g9&tempht_arg=13Y8sgJ3Noi7_8
벤츠,E-클래스,벤츠 E-클래스 W213 E200 아방가르드,2017,"74,900","2,690",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38005523&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p181_g1&tempht_arg=1eTPn3w7q7e3_0
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 익스클루시브,2017,"96,100","2,490",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38141225&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p491_g3&tempht_arg=SxPc1p3y58a4_2
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 4MATIC 익스클루시브,2017,"99,600","2,680",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38426166&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p321_g11&tempht_arg=Wyk1z3p7Ls92_10
벤츠,E-클래스,벤츠 E-클래스 W213 E400 4MATIC 쿠페,2017,"101,500","3,280",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38334836&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p341_g13&tempht_arg=gDH1GV36Fi17_12
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 아방가르드,2017,"124,800","1,880",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38148334&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p451_g13&tempht_arg=RO137NYtT7y3_12
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 아방가르드,2017,"126,600","1,999",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38234466&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p1_g3&tempht_arg=1H3Pvc75SaQ2_2
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC AMG Line,2017,"145,200","2,599",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38064970&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p611_g11&tempht_arg=1i3GgPIaE549_10
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"22,000","3,570",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38058910&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p421_g4&tempht_arg=k13shzPS83w7_3
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC 아방가르드,2018,"38,100","9,999",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38248408&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p291_g9&tempht_arg=td1A3Fzn54N9_8
벤츠,E-클래스,벤츠 E-클래스 W213 E200 아방가르드,2018,"42,700","2,800",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38104983&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p491_g7&tempht_arg=SxPc1p3y58a4_6
벤츠,E-클래스,벤츠 E-클래스 W213 E200 아방가르드,2018,"45,800","2,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38248067&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p61_g12&tempht_arg=r1hsjZ377yQ3_11
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC 아방가르드,2018,"47,700","3,840",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38307820&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p461_g13&tempht_arg=d1kcU38Z6Nt9_12
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"48,900","2,950",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38206584&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p191_g6&tempht_arg=d1xHV36WAz77_5
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 쿠페,2018,"58,900","3,999",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37896765&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p641_g16&tempht_arg=13NBdx8A0Dt9_15
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 쿠페,2018,"64,400","3,290",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38192728&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p191_g12&tempht_arg=d1xHV36WAz77_11
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 카브리올레,2018,"67,600","3,690",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38291506&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p181_g9&tempht_arg=1eTPn3w7q7e3_8
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"70,600","2,490",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38232890&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p421_g20&tempht_arg=k13shzPS83w7_19
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC 익스클루시브 스탠다드,2018,"77,200","3,170",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38053269&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p371_g7&tempht_arg=O1354AiivEu9_6
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"87,200","2,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38022717&view_type=normal&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p131_g6&tempht_arg=thyM13L7ik29_5
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"87,200","2,850",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38187991&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p181_g14&tempht_arg=1eTPn3w7q7e3_13
벤츠,E-클래스,벤츠 E-클래스 W213 E63 AMG 4MATIC+,2018,"105,900","5,550",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38032811&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p371_g13&tempht_arg=O1354AiivEu9_12
벤츠,E-클래스,벤츠 E-클래스 W213 E300 4MATIC 아방가르드,2018,"112,500","2,999",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38383400&view_type=hs_ad&adv_attribute=hs_ad&wtClick_forList=019&advClickPosition=imp_normal_p351_g15&tempht_arg=Pv13BPyS75v2_14
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"127,700","2,450",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=37965535&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p301_g14&tempht_arg=nNvy1h38E3e7_13
벤츠,E-클래스,벤츠 E-클래스 W213 E300 아방가르드,2018,"141,900","2,410",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38346863&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p301_g12&tempht_arg=nNvy1h38E3e7_11
벤츠,E-클래스,벤츠 E-클래스 W213 E220d 익스클루시브,2018,"142,400","2,230",http://www.encar.com/dc/dc_cardetailview.do?pageid=fc_carsearch&listAdvType=normal&carid=38187849&view_type=checked&adv_attribute=&wtClick_forList=019&advClickPosition=imp_normal_p91_g16&tempht_arg=1ek37siBUj52_15
